trial,T_env,recall,leakage,selectivity,t_end,p_in,p_out,epsilon,N,seed
88,1.0,0.28419220925224326,0.666339423379705,0.42649766662582705,100.0,0.3,0.02,3.0,150,1
88,inf,0.2666666666666657,0.6666666666666641,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
89,0.1,0.004248843312133352,0.8648479977872952,0.004912820892230744,100.0,0.3,0.02,3.0,150,1
89,1.0,0.17512517170683994,0.7488367951879853,0.2338629362662089,100.0,0.3,0.02,3.0,150,1
89,inf,0.2666666666666585,0.6666666666666462,0.4,100.0,0.3,0.02,3.0,150,1
90,0.1,0.18621291840747234,0.6250806690445081,0.2979022190721647,100.0,0.3,0.02,3.0,150,1
90,1.0,0.2781797764384038,0.6470254237823042,0.42993639231709563,100.0,0.3,0.02,3.0,150,1
90,inf,0.26666666666665917,0.6666666666666481,0.3999999999999999,100.0,0.3,0.02,3.0,150,1
91,0.1,0.2942355133821618,0.5891573914538862,0.49941750311587463,100.0,0.3,0.02,3.0,150,1
91,1.0,0.22353297944950518,0.709422268097284,0.3150915745132091,100.0,0.3,0.02,3.0,150,1
91,inf,0.2666666666666656,0.6666666666666639,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
92,0.1,0.8729940931407354,0.12422794591671331,7.027356740857815,100.0,0.3,0.02,3.0,150,1
92,1.0,0.3967371993574039,0.5506439205056897,0.7204968303165068,100.0,0.3,0.02,3.0,150,1
92,inf,0.2666666666666657,0.6666666666666641,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
93,0.1,0.34595714507649056,0.4464028161118502,0.7749887155501455,100.0,0.3,0.02,3.0,150,1
93,1.0,0.26807679518410404,0.6861675840834839,0.39068705867557857,100.0,0.3,0.02,3.0,150,1
93,inf,0.2666666666666704,0.6666666666666758,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
94,0.1,0.47964033681592705,0.5174148953587298,0.9269936778364041,100.0,0.3,0.02,3.0,150,1
94,1.0,0.2532086298602918,0.6997388387334142,0.36186162014190976,100.0,0.3,0.02,3.0,150,1
94,inf,0.2666666666666715,0.666666666666679,0.39999999999999986,100.0,0.3,0.02,3.0,150,1
95,0.1,0.6083926598950327,0.3916033836619881,1.5535939812516173,100.0,0.3,0.02,3.0,150,1
95,1.0,0.2401765665629321,0.7229575117772803,0.33221394431948675,100.0,0.3,0.02,3.0,150,1
95,inf,0.2666666666666686,0.6666666666666714,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
96,0.1,0.6443775576686501,0.2845806747369597,2.264305396929197,100.0,0.3,0.02,3.0,150,1
96,1.0,0.29045333968490966,0.6351396177445582,0.45730628600422907,100.0,0.3,0.02,3.0,150,1
96,inf,0.2666666666666722,0.6666666666666806,0.39999999999999997,100.0,0.3,0.02,3.0,150,1
97,0.1,0.8892950098721705,0.10889008773380876,8.16690507262818,100.0,0.3,0.02,3.0,150,1
97,1.0,0.36624447071989613,0.5717146857048259,0.6406070718095682,100.0,0.3,0.02,3.0,150,1
97,inf,0.26666666666666117,0.6666666666666528,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
98,0.1,0.16211864783288,0.1563591909920625,1.0368347828117752,100.0,0.3,0.02,3.0,150,1
98,1.0,0.22176897614874633,0.6467648897536226,0.3428896337171713,100.0,0.3,0.02,3.0,150,1
98,inf,0.26666666666666905,0.6666666666666724,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
99,0.1,0.7563875407902186,0.2172242350817044,3.482058714607599,100.0,0.3,0.02,3.0,150,1
99,1.0,0.24079823018702387,0.7144552747431883,0.33703751473257587,100.0,0.3,0.02,3.0,150,1
99,inf,0.26666666666666594,0.6666666666666646,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
